Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BuyProcess,Chrome 72.0.3626.121,,2019-03-15 12:34:07,2019-03-15 12:36:33,2m - 25.815s,PASSED
,,,,,,
Test Cases/Login,Chrome 72.0.3626.121,MarkitCoreLogin,2019-03-15 12:34:07,2019-03-15 12:34:29,21.658s,PASSED
"openBrowser(""https://dev.markit-systems.com/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 72.0.3626.121,,2019-03-15 12:34:07,2019-03-15 12:34:14,6.591s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,2019-03-15 12:34:14,2019-03-15 12:34:14,0.170s,PASSED
waitForPageLoad(4),Chrome 72.0.3626.121,,2019-03-15 12:34:14,2019-03-15 12:34:14,0.047s,PASSED
"setText(findTestObject(""Username""), ""dDasTester"")",Chrome 72.0.3626.121,,2019-03-15 12:34:14,2019-03-15 12:34:14,0.138s,PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-15 12:34:14,2019-03-15 12:34:16,2.018s,PASSED
"setText(findTestObject(""Password""), ""Czybm6R*"")",Chrome 72.0.3626.121,,2019-03-15 12:34:16,2019-03-15 12:34:16,0.113s,PASSED
"delay(3, STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-15 12:34:16,2019-03-15 12:34:19,3.006s,PASSED
"click(findTestObject(""LoginButton""))",Chrome 72.0.3626.121,,2019-03-15 12:34:19,2019-03-15 12:34:26,6.289s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-15 12:34:26,2019-03-15 12:34:29,3.002s,PASSED
,,,,,,
Test Cases/ClientSearch,Chrome 72.0.3626.121,,2019-03-15 12:34:29,2019-03-15 12:34:48,19.890s,PASSED
"waitForElementClickable(findTestObject(""ClientSearch""), 10)",Chrome 72.0.3626.121,,2019-03-15 12:34:29,2019-03-15 12:34:29,0.046s,PASSED
"click(findTestObject(""ClientSearch""))",Chrome 72.0.3626.121,,2019-03-15 12:34:29,2019-03-15 12:34:30,1.139s,PASSED
delay(5),Chrome 72.0.3626.121,,2019-03-15 12:34:30,2019-03-15 12:34:35,5.005s,PASSED
"sendKeys(findTestObject(""SearchText""), ""Dipak"")",Chrome 72.0.3626.121,,2019-03-15 12:34:35,2019-03-15 12:34:35,0.103s,PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-15 12:34:35,2019-03-15 12:34:37,2.002s,PASSED
"sendKeys(findTestObject(""SearchText""), Keys.chord(ENTER))",Chrome 72.0.3626.121,,2019-03-15 12:34:37,2019-03-15 12:34:37,0.057s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-15 12:34:37,2019-03-15 12:34:40,3.002s,PASSED
"waitForElementClickable(findTestObject(""ClientListingAction""), 5)",Chrome 72.0.3626.121,,2019-03-15 12:34:40,2019-03-15 12:34:40,0.046s,PASSED
"click(findTestObject(""ClientListingAction""))",Chrome 72.0.3626.121,,2019-03-15 12:34:40,2019-03-15 12:34:43,3.321s,PASSED
delay(5),Chrome 72.0.3626.121,,2019-03-15 12:34:43,2019-03-15 12:34:48,5.003s,PASSED
,,,,,,
Test Cases/StartQuote,Chrome 72.0.3626.121,,2019-03-15 12:34:48,2019-03-15 12:36:32,1m - 43.412s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 72.0.3626.121,,2019-03-15 12:34:49,2019-03-15 12:34:49,0.000s,PASSED
"waitForPageLoad(10, STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-15 12:34:49,2019-03-15 12:34:49,0.010s,PASSED
"click(findTestObject(""StartQuote""))",Chrome 72.0.3626.121,,2019-03-15 12:34:49,2019-03-15 12:34:51,1.784s,PASSED
waitForJQueryLoad(5),Chrome 72.0.3626.121,,2019-03-15 12:34:51,2019-03-15 12:34:52,1.144s,PASSED
