Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DataDrivenDemo,,,2019-03-22 17:20:04,2019-03-22 17:20:08,3.635s,PASSED
,,,,,,
Test Cases/DataDrivenDemoTest,,,2019-03-22 17:20:05,2019-03-22 17:20:08,3.403s,PASSED
"println(""..Using Product Code :"" + ProductCode)",,,2019-03-22 17:20:05,2019-03-22 17:20:05,0.004s,PASSED
"sendRequest(findTestObject(""POST"", [""Prod_Name"":ProductCode]))",,,2019-03-22 17:20:05,2019-03-22 17:20:07,2.038s,PASSED
"println(""..Using Sum1 :"" + Sum_1)",,,2019-03-22 17:20:07,2019-03-22 17:20:07,0.001s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum1"":Sum_1]))",,,2019-03-22 17:20:07,2019-03-22 17:20:07,0.212s,PASSED
"println(""..Using Sum2 :"" + Sum_2)",,,2019-03-22 17:20:07,2019-03-22 17:20:07,0.002s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum2"":Sum_2]))",,,2019-03-22 17:20:07,2019-03-22 17:20:07,0.258s,PASSED
"println(""..Using Sum3 :"" + Sum_3)",,,2019-03-22 17:20:07,2019-03-22 17:20:07,0.001s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum3"":Sum_3]))",,,2019-03-22 17:20:07,2019-03-22 17:20:08,0.218s,PASSED
"println(""..Using Sum4 :"" + Sum_4)",,,2019-03-22 17:20:08,2019-03-22 17:20:08,0.001s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum4"":Sum_4]))",,,2019-03-22 17:20:08,2019-03-22 17:20:08,0.309s,PASSED
