Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DataDrivenDemo,,,2019-03-25 18:08:43,2019-03-25 18:08:53,10.211s,PASSED
,,,,,,
Test Cases/DataDrivenDemoTest,,,2019-03-25 18:08:44,2019-03-25 18:08:52,7.857s,PASSED
"println(""..Using Product Code :"" + ProductCode)",,,2019-03-25 18:08:45,2019-03-25 18:08:45,0.017s,PASSED
"sendRequest(findTestObject(""POST"", [""Prod_Name"":ProductCode]))",,,2019-03-25 18:08:45,2019-03-25 18:08:50,4.989s,PASSED
"println(""..Using Sum1 :"" + Sum_1)",,,2019-03-25 18:08:50,2019-03-25 18:08:50,0.001s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum1"":Sum_1]))",,,2019-03-25 18:08:50,2019-03-25 18:08:51,0.418s,PASSED
"println(""..Using Sum2 :"" + Sum_2)",,,2019-03-25 18:08:51,2019-03-25 18:08:51,0.003s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum2"":Sum_2]))",,,2019-03-25 18:08:51,2019-03-25 18:08:51,0.350s,PASSED
"println(""..Using Sum3 :"" + Sum_3)",,,2019-03-25 18:08:51,2019-03-25 18:08:51,0.002s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum3"":Sum_3]))",,,2019-03-25 18:08:51,2019-03-25 18:08:52,0.284s,PASSED
"println(""..Using Sum4 :"" + Sum_4)",,,2019-03-25 18:08:52,2019-03-25 18:08:52,0.003s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum4"":Sum_4]))",,,2019-03-25 18:08:52,2019-03-25 18:08:52,0.246s,PASSED
,,,,,,
Test Cases/DataDrivenDemoTest,,,2019-03-25 18:08:52,2019-03-25 18:08:53,1.545s,PASSED
"println(""..Using Product Code :"" + ProductCode)",,,2019-03-25 18:08:52,2019-03-25 18:08:52,0.002s,PASSED
"sendRequest(findTestObject(""POST"", [""Prod_Name"":ProductCode]))",,,2019-03-25 18:08:52,2019-03-25 18:08:52,0.321s,PASSED
"println(""..Using Sum1 :"" + Sum_1)",,,2019-03-25 18:08:52,2019-03-25 18:08:52,0.003s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum1"":Sum_1]))",,,2019-03-25 18:08:52,2019-03-25 18:08:52,0.331s,PASSED
"println(""..Using Sum2 :"" + Sum_2)",,,2019-03-25 18:08:52,2019-03-25 18:08:52,0.002s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum2"":Sum_2]))",,,2019-03-25 18:08:52,2019-03-25 18:08:53,0.323s,PASSED
"println(""..Using Sum3 :"" + Sum_3)",,,2019-03-25 18:08:53,2019-03-25 18:08:53,0.001s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum3"":Sum_3]))",,,2019-03-25 18:08:53,2019-03-25 18:08:53,0.280s,PASSED
"println(""..Using Sum4 :"" + Sum_4)",,,2019-03-25 18:08:53,2019-03-25 18:08:53,0.002s,PASSED
"sendRequest(findTestObject(""POST"", [""Sum4"":Sum_4]))",,,2019-03-25 18:08:53,2019-03-25 18:08:53,0.245s,PASSED
