Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RenewalProcess,Chrome 72.0.3626.119,,2019-03-06 14:47:13,2019-03-06 14:48:13,1m - 0.207s,PASSED
,,,,,,
Test Cases/Login,Chrome 72.0.3626.119,MarkitCoreLogin,2019-03-06 14:47:13,2019-03-06 14:47:48,34.709s,PASSED
"openBrowser(""https://dev.markit-systems.com/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 72.0.3626.119,,2019-03-06 14:47:13,2019-03-06 14:47:31,18.046s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-03-06 14:47:31,2019-03-06 14:47:31,0.162s,PASSED
waitForPageLoad(4),Chrome 72.0.3626.119,,2019-03-06 14:47:31,2019-03-06 14:47:31,0.088s,PASSED
"setText(findTestObject(""Username""), ""dDasTester"")",Chrome 72.0.3626.119,,2019-03-06 14:47:31,2019-03-06 14:47:32,0.378s,PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-06 14:47:32,2019-03-06 14:47:34,2.055s,PASSED
"setText(findTestObject(""Password""), ""Czybm6R*"")",Chrome 72.0.3626.119,,2019-03-06 14:47:34,2019-03-06 14:47:34,0.114s,PASSED
"delay(3, STOP_ON_FAILURE)",Chrome 72.0.3626.119,,2019-03-06 14:47:34,2019-03-06 14:47:37,3.005s,PASSED
"click(findTestObject(""LoginButton""))",Chrome 72.0.3626.119,,2019-03-06 14:47:37,2019-03-06 14:47:45,7.505s,PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-06 14:47:45,2019-03-06 14:47:48,3.007s,PASSED
,,,,,,
Test Cases/Renewal,Chrome 72.0.3626.119,,2019-03-06 14:47:48,2019-03-06 14:48:12,24.440s,PASSED
"waitForElementClickable(findTestObject(""Configuration/Configuration""), 10)",Chrome 72.0.3626.119,,2019-03-06 14:47:48,2019-03-06 14:47:48,0.138s,PASSED
"scrollToElement(findTestObject(""Configuration/Configuration""), 10)",Chrome 72.0.3626.119,,2019-03-06 14:47:48,2019-03-06 14:47:48,0.102s,PASSED
"click(findTestObject(""Configuration/Configuration""))",Chrome 72.0.3626.119,,2019-03-06 14:47:48,2019-03-06 14:47:48,0.083s,PASSED
delay(5),Chrome 72.0.3626.119,,2019-03-06 14:47:48,2019-03-06 14:47:53,5.004s,PASSED
"scrollToElement(findTestObject(""Configuration/ProductManagement""), 5)",Chrome 72.0.3626.119,,2019-03-06 14:47:53,2019-03-06 14:47:53,0.257s,PASSED
"click(findTestObject(""Configuration/ProductManagement""))",Chrome 72.0.3626.119,,2019-03-06 14:47:53,2019-03-06 14:47:54,0.072s,PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-06 14:47:54,2019-03-06 14:47:56,2.002s,PASSED
"click(findTestObject(""Configuration/InsureProduct""))",Chrome 72.0.3626.119,,2019-03-06 14:47:56,2019-03-06 14:48:02,6.235s,PASSED
delay(5),Chrome 72.0.3626.119,,2019-03-06 14:48:02,2019-03-06 14:48:07,5.004s,PASSED
"sendKeys(findTestObject(""Configuration/SearchProduct""), ""BasicDemoProduct"")",Chrome 72.0.3626.119,,2019-03-06 14:48:07,2019-03-06 14:48:07,0.272s,PASSED
"sendKeys(findTestObject(""Configuration/SearchProduct""), Keys.chord(ENTER))",Chrome 72.0.3626.119,,2019-03-06 14:48:07,2019-03-06 14:48:07,0.045s,PASSED
delay(5),Chrome 72.0.3626.119,,2019-03-06 14:48:07,2019-03-06 14:48:12,5.003s,PASSED
