Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BuyProcess,Chrome 72.0.3626.119,,2019-03-06 14:57:19,2019-03-06 14:59:48,2m - 29.244s,PASSED
,,,,,,
Test Cases/Login,Chrome 72.0.3626.119,MarkitCoreLogin,2019-03-06 14:57:19,2019-03-06 14:57:42,23.696s,PASSED
"openBrowser(""https://dev.markit-systems.com/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 72.0.3626.119,,2019-03-06 14:57:19,2019-03-06 14:57:28,8.338s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-03-06 14:57:28,2019-03-06 14:57:28,0.162s,PASSED
waitForPageLoad(4),Chrome 72.0.3626.119,,2019-03-06 14:57:28,2019-03-06 14:57:28,0.046s,PASSED
"setText(findTestObject(""Username""), ""dDasTester"")",Chrome 72.0.3626.119,,2019-03-06 14:57:28,2019-03-06 14:57:28,0.135s,PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-06 14:57:28,2019-03-06 14:57:30,2.019s,PASSED
"setText(findTestObject(""Password""), ""Czybm6R*"")",Chrome 72.0.3626.119,,2019-03-06 14:57:30,2019-03-06 14:57:30,0.112s,PASSED
"delay(3, STOP_ON_FAILURE)",Chrome 72.0.3626.119,,2019-03-06 14:57:30,2019-03-06 14:57:33,3.005s,PASSED
"click(findTestObject(""LoginButton""))",Chrome 72.0.3626.119,,2019-03-06 14:57:33,2019-03-06 14:57:39,6.471s,PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-06 14:57:39,2019-03-06 14:57:42,3.002s,PASSED
,,,,,,
Test Cases/ClientSearch,Chrome 72.0.3626.119,,2019-03-06 14:57:42,2019-03-06 14:58:02,19.204s,PASSED
"waitForElementClickable(findTestObject(""ClientSearch""), 10)",Chrome 72.0.3626.119,,2019-03-06 14:57:43,2019-03-06 14:57:43,0.046s,PASSED
"click(findTestObject(""ClientSearch""))",Chrome 72.0.3626.119,,2019-03-06 14:57:43,2019-03-06 14:57:47,4.384s,PASSED
delay(5),Chrome 72.0.3626.119,,2019-03-06 14:57:47,2019-03-06 14:57:52,5.004s,PASSED
"sendKeys(findTestObject(""SearchText""), ""Dipak"")",Chrome 72.0.3626.119,,2019-03-06 14:57:52,2019-03-06 14:57:52,0.100s,PASSED
"sendKeys(findTestObject(""SearchText""), Keys.chord(ENTER))",Chrome 72.0.3626.119,,2019-03-06 14:57:52,2019-03-06 14:57:52,0.041s,PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-06 14:57:52,2019-03-06 14:57:55,3.003s,PASSED
"waitForElementClickable(findTestObject(""ClientListingAction""), 5)",Chrome 72.0.3626.119,,2019-03-06 14:57:55,2019-03-06 14:57:55,0.048s,PASSED
"click(findTestObject(""ClientListingAction""))",Chrome 72.0.3626.119,,2019-03-06 14:57:55,2019-03-06 14:57:57,1.423s,PASSED
delay(5),Chrome 72.0.3626.119,,2019-03-06 14:57:57,2019-03-06 14:58:02,5.002s,PASSED
,,,,,,
Test Cases/StartQuote,Chrome 72.0.3626.119,,2019-03-06 14:58:02,2019-03-06 14:59:47,1m - 45.389s,PASSED
"waitForElementClickable(findTestObject(""StartQuote""), 10)",Chrome 72.0.3626.119,,2019-03-06 14:58:02,2019-03-06 14:58:03,1.005s,PASSED
"click(findTestObject(""StartQuote""))",Chrome 72.0.3626.119,,2019-03-06 14:58:03,2019-03-06 14:58:04,1.523s,PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-06 14:58:04,2019-03-06 14:58:07,3.003s,PASSED
"selectOptionByLabel(findTestObject(""GeneralInformation/currency""), ""ZAR"", false)",Chrome 72.0.3626.119,,2019-03-06 14:58:07,2019-03-06 14:58:08,0.108s,PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-06 14:58:08,2019-03-06 14:58:11,3.002s,PASSED
"selectOptionByLabel(findTestObject(""GeneralInformation/SelectBroker""), ""New Broker"", false)",Chrome 72.0.3626.119,,2019-03-06 14:58:11,2019-03-06 14:58:11,0.102s,PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-06 14:58:11,2019-03-06 14:58:14,3.002s,PASSED
